,label,text,source,chars,words,avg_wlen,puncs,uppers,titles,clean_text,clean_words,chars_c,words_c,avg_wlen_c,puncs_c,uppers_c,titles_c
1783,1,But the duet between the astronaut and his doctor at the beginning of the movie is a perfect exchange if one considers that this movie was made well into the Cold War and the astronaut's biggest fear is that he has crashed in the USSR.  ,imdb,237,45,5.266666666666667,2,45,45,imdb duet astronaut doctor beginning movie perfect exchange one considers movie made well cold war astronaut biggest fear crashed ussr,20,134,20,5.266666666666667,0,20,20
1784,1,This movie is so awesome!  ,imdb,27,5,5.4,1,5,5,imdb movie awesome,3,18,3,5.4,0,3,3
1785,1,"I loved it, it was really scary.  ",imdb,34,7,4.857142857142857,2,7,7,imdb loved really scary,4,23,4,4.857142857142857,0,4,4
1786,1,I love the Scream movies and all horror movies and this one ranks way up there.  ,imdb,81,16,5.0625,1,16,16,imdb love scream movies horror movies one ranks way,9,51,9,5.0625,0,9,9
1787,1,If you want a real scare rent this one!  ,imdb,41,9,4.555555555555555,1,9,9,imdb want real scare rent one,6,29,6,4.555555555555555,0,6,6
1788,1,10/10  ,imdb,7,1,7.0,1,1,1,imdb 1010,2,9,2,7.0,0,2,2
1789,1,This is an extraordinary film.  ,imdb,32,5,6.4,1,5,5,imdb extraordinary film,3,23,3,6.4,0,3,3
1790,1,"As a courtroom drama, it's compelling, as an indictment on the American justice system, it's frightening.  ",imdb,107,16,6.6875,6,16,16,imdb courtroom drama compelling indictment american justice system frightening,9,78,9,6.6875,0,9,9
1791,1,"This film highlights the fundamental flaws of the legal process, that it's not about discovering guilt or innocence, but rather, is about who presents better in court.  ",imdb,169,27,6.2592592592592595,5,27,27,imdb film highlights fundamental flaws legal process discovering guilt innocence rather presents better court,14,109,14,6.2592592592592595,0,14,14
1792,1,"The film is well paced, understated and one of the best courtroom documentaries I've seen.  ",imdb,92,15,6.133333333333334,3,15,15,imdb film well paced understated one best courtroom documentaries seen,10,70,10,6.133333333333334,0,10,10
1793,1,This mostly routine fact-based TV drama gets a boost from the fine performance by Cole.  ,imdb,89,15,5.933333333333334,2,15,15,imdb mostly routine factbased tv drama gets boost fine performance cole,11,71,11,5.933333333333334,0,11,11
1794,1,"Predictable, but not a bad watch.  ",imdb,35,6,5.833333333333333,2,6,6,imdb predictable bad watch,4,26,4,5.833333333333333,0,4,4
1795,1,It was clear that she had the range and ability to pull off this part.  ,imdb,72,15,4.8,1,15,15,imdb clear range ability pull part,6,34,6,4.8,0,6,6
1796,1,She carries the movie well.  ,imdb,29,5,5.8,1,5,5,imdb carries movie well,4,23,4,5.8,0,4,4
1797,1,Constantine gives everything the right intensity and seems to have a good understanding of the underlying psychological motivations.  ,imdb,134,18,7.444444444444445,1,18,18,imdb constantine gives everything right intensity seems good understanding underlying psychological motivations,12,111,12,7.444444444444445,0,12,12
1798,1,"It is wonderful and inspiring to watch, and I hope that it gets released again on to video or DVD.  ",imdb,100,20,5.0,2,20,20,imdb wonderful inspiring watch hope gets released video dvd,9,59,9,5.0,0,9,9
1799,0,"How this piece of trash was ever released is beyond me: the acting, the story, the characters, the supposedly special effects, etc...it's ALL wrong.  ",imdb,150,24,6.25,10,24,24,imdb piece trash ever released beyond acting story characters supposedly special effects etc wrong,14,98,14,6.25,0,14,14
1800,0,"In fact, this stinker smells like a direct-to-video release.  ",imdb,62,9,6.888888888888889,4,9,9,imdb fact stinker smells like directtovideo release,7,51,7,6.888888888888889,0,7,7
1801,0,Avoid at ALL costs!  ,imdb,21,4,5.25,1,4,4,imdb avoid costs,3,16,3,5.25,0,3,3
1802,0,Star Trek V The final Frontier is the worst in the series.  ,imdb,60,12,5.0,1,12,12,imdb star trek v final frontier worst series,8,44,8,5.0,0,8,8
1803,0,"The acting from all involved and that includes those like Shatner and Nimoy is bad and washed out and making them seem as old as they look in real life, the special effects are tacky like when Spock has to rescue Kirk on a jet pack when he falls down from a mountain.  ",imdb,269,53,5.0754716981132075,2,53,53,imdb acting involved includes like shatner nimoy bad washed making seem old look real life special effects tacky like spock rescue kirk jet pack falls mountain,26,159,26,5.0754716981132075,0,26,26
1804,0,The attempts at humor were pitiful and story is so awful it dosen't bear thinking about which basically involves a Vulcan stealing the Enterprise to find god (seriously) I just didn't care about any of this film and oh not to mention Uhura does a belly dance to distract male guards.  ,imdb,285,51,5.588235294117647,5,51,51,imdb attempts humor pitiful story awful dose nt bear thinking basically involves vulcan stealing enterprise find god seriously nt care film oh mention uhura belly dance distract male guards,29,189,29,5.588235294117647,0,29,29
1805,0,The only place good for this film is in the garbage.  ,imdb,54,11,4.909090909090909,1,11,11,imdb place good film garbage,5,28,5,4.909090909090909,0,5,5
1806,0,The worst one of the series.  ,imdb,30,6,5.0,1,6,6,imdb worst one series,4,21,4,5.0,0,4,4
1807,1,Editing: The editing of this film was phenomenal in my opinion.  ,imdb,65,11,5.909090909090909,2,11,11,imdb editing editing film phenomenal opinion,6,44,6,5.909090909090909,0,6,6
1808,1,"When a song could explain the emotions of the subjects better, such as when Jay Adams' unfortunate life was a subject of talk, the song Old Man by Neil Young was played, which evokes many emotions.  ",imdb,199,36,5.527777777777778,5,36,36,imdb song could explain emotions subjects better jay adams unfortunate life subject talk song old man neil young played evokes many emotions,22,140,22,5.527777777777778,0,22,22
1809,1,Cinematography: The film was shot in an interesting way.  ,imdb,58,9,6.444444444444445,2,9,9,imdb cinematography film shot interesting way,6,45,6,6.444444444444445,0,6,6
1810,1,"Of course the footage from the 70s was grainy, but that only enhanced the film.  ",imdb,81,15,5.4,2,15,15,imdb course footage 70s grainy enhanced film,7,44,7,5.4,0,7,7
1811,1,This film offers many delights and surprises.  ,imdb,47,7,6.714285714285714,1,7,7,imdb film offers many delights surprises,6,40,6,6.714285714285714,0,6,6
1812,1,"When Achille and Philippa beautifully sing a duet from ""Don Giovanni"" that perfectly describes their situation in the movie, you appreciate the subtle layers of this excellent film.  ",imdb,183,28,6.535714285714286,4,28,28,imdb achille philippa beautifully sing duet giovanni perfectly describes situation movie appreciate subtle layers excellent film,16,128,16,6.535714285714286,0,16,16
1813,1,The story unfolds in 18th century Jutland and the use of period music played on period instruments is just one more fine touch.  ,imdb,129,23,5.608695652173913,1,23,23,imdb story unfolds 18th century jutland use period music played period instruments one fine touch,15,97,15,5.608695652173913,0,15,15
1814,1,You share General Loewenhielm's exquisite joy in his partaking of the Cailles en Sarcophage even though you are just watching a movie - but you do wish for just a small sample to savor.  ,imdb,187,34,5.5,3,34,34,imdb share general loewenhielm exquisite joy partaking cailles en sarcophage even though watching movie wish small sample savor,18,127,18,5.5,0,18,18
1815,1,But this understated film leaves a lasting impression.  ,imdb,56,8,7.0,1,8,8,imdb understated film leaves lasting impression,6,47,6,7.0,0,6,6
1816,1,The warmth it generates is in contrast to its austere backdrop.  ,imdb,65,11,5.909090909090909,1,11,11,imdb warmth generates contrast austere backdrop,6,47,6,5.909090909090909,0,6,6
1817,1,You will leave the theater wanting to go out and dance under the stars.  ,imdb,73,14,5.214285714285714,1,14,14,imdb leave theater wanting go dance stars,7,41,7,5.214285714285714,0,7,7
1818,1,"The acting, as you'd expect from this cast, is top notch.  ",imdb,59,11,5.363636363636363,4,11,11,imdb acting expect cast top notch,6,33,6,5.363636363636363,0,6,6
1819,1,"The characters are fleshed out surprisingly well, particularly Grimes and Blake, and all the actors deliver their sharply scripted lines with just the right amount of deadpan tongue in cheek to make the dialogue both hilarious and realistic.  ",imdb,243,38,6.394736842105263,3,38,38,imdb characters fleshed surprisingly well particularly grimes blake actors deliver sharply scripted lines right amount deadpan tongue cheek make dialogue hilarious realistic,22,173,22,6.394736842105263,0,22,22
1820,1,"Angus Scrimm also turns in a good performance in a somewhat brief but memorable role as the gently menacing, violin-playing anatomist Doctor Quinn.  ",imdb,149,23,6.478260869565218,3,23,23,imdb angus scrimm also turns good performance somewhat brief memorable role gently menacing violinplaying anatomist doctor quinn,17,128,17,6.478260869565218,0,17,17
1821,1,Conclusion - I loved it.  ,imdb,26,5,5.2,2,5,5,imdb conclusion loved,3,21,3,5.2,0,3,3
1822,1,It's a long time since I was so entertained by a movie.  ,imdb,57,12,4.75,2,12,12,imdb long time since entertained movie,6,38,6,4.75,0,6,6
1823,1,I struggle to find anything bad to say about it.  ,imdb,50,10,5.0,1,10,10,imdb struggle find anything bad say,6,35,6,5.0,0,6,6
1824,1,"Mark my words, this is one of those cult films like Evil Dead 2 or Phantasm that people will still be discovering and falling in love with 20, 30, 40 years down the line.  ",imdb,172,34,5.0588235294117645,4,34,34,imdb mark words one cult films like evil dead 2 phantasm people still discovering falling love 20 30 40 years line,21,114,21,5.0588235294117645,0,21,21
1825,1,"It's pretty surprising that this wonderful film was made in 1949, as Hollywood generally had its collective heads in the sand concerning black and white issues at that time.  ",imdb,175,29,6.0344827586206895,3,29,29,imdb pretty surprising wonderful film made 1949 hollywood generally collective heads sand concerning black white issues time,17,124,17,6.0344827586206895,0,17,17
1826,1,"The film deserves strong kudos for taking this stand, for having exceptional acting from its mostly lesser-known cast and for the super-intelligent script that doesn't insult the audience or take the easy way out when it comes to white racism.  ",imdb,245,40,6.125,5,40,40,imdb film deserves strong kudos taking stand exceptional acting mostly lesserknown cast superintelligent script nt insult audience take easy way comes white racism,23,163,23,6.125,0,23,23
1827,1,"Plus, with the movie's rather modest budget and fast running time, it does an amazing job!  ",imdb,92,16,5.75,4,16,16,imdb plus movie rather modest budget fast running time amazing job,11,66,11,5.75,0,11,11
1828,1,Juano Hernandez (an exceptional actor who played supporting roles in many films of the era) is a proud black man who is accused of murdering a white man in the South.  ,imdb,168,31,5.419354838709677,3,31,31,imdb juano hernandez exceptional actor played supporting roles many films era proud black man accused murdering white man south,19,127,19,5.419354838709677,0,19,19
1829,1,Trumbull on I LOVE LUCY).  ,imdb,27,5,5.4,2,5,5,imdb trumbull love lucy,4,23,4,5.4,0,4,4
1830,1,See it with your kids if you have a chance--it will open up some amazing dialog about how far race relations have come in the last 50 years.  ,imdb,142,28,5.071428571428571,3,28,28,imdb see kids chance open amazing dialog far race relations come last 50 years,14,78,14,5.071428571428571,0,14,14
1831,1,See both films if you can.  ,imdb,28,6,4.666666666666667,1,6,6,imdb see films,3,14,3,4.666666666666667,0,3,3
1832,1,"It was that year, however, that reminded us that Huston was still at the top of his game as evinced by his faithful adaptation of James Joyce's acclaimed novella ""The Dead.  ",imdb,174,31,5.612903225806452,5,31,31,imdb year however reminded us huston still top game evinced faithful adaptation james joyce acclaimed novella dead,17,114,17,5.612903225806452,0,17,17
1833,1,"Feelings, thoughts...Gabriel's discomfort during the dance...all these intangibles leap to life and come within the viewer's grasp in Huston's portrayal.  ",imdb,155,20,7.75,11,20,20,imdb feelings thoughts gabriel discomfort dance intangibles leap life come within viewer grasp huston portrayal,15,111,15,7.75,0,15,15
1834,0,Very disappointed and wondered how it could be in the Oscar shortlist.  ,imdb,72,12,6.0,1,12,12,imdb disappointed wondered could oscar shortlist,6,48,6,6.0,0,6,6
1835,0,It's very slow.  ,imdb,17,3,5.666666666666667,2,3,3,imdb slow,2,9,2,5.666666666666667,0,2,2
1836,0,Lot of holes in the plot: there's nothing about how he became the emperor; nothing about where he spend 20 years between his childhood and mature age.  ,imdb,152,27,5.62962962962963,4,27,27,imdb lot holes plot nothing became emperor nothing spend 20 years childhood mature age,14,86,14,5.62962962962963,0,14,14
1837,0,) Don't waste your time.  ,imdb,26,5,5.2,3,5,5,imdb nt waste time,4,18,4,5.2,0,4,4
1838,0,End of Days is one of the worst big-budget action movies I've ever seen.  ,imdb,74,14,5.285714285714286,3,14,14,imdb end days one worst bigbudget action movies ever seen,10,57,10,5.285714285714286,0,10,10
1839,0,He surely doesn't know how to make a coherent action movie from the screenwriter of Air Force One who was only obliged to write the script just for a big sum of money.  ,imdb,169,33,5.121212121212121,2,33,33,imdb surely nt know make coherent action movie screenwriter air force one obliged write script big sum money,18,108,18,5.121212121212121,0,18,18
1840,0,This was one of the worst films i have ever seen.  ,imdb,51,11,4.636363636363637,1,11,11,imdb one worst films ever seen,6,30,6,4.636363636363637,0,6,6
1841,0,I'm still trying to get over how bad it was.  ,imdb,46,10,4.6,2,10,10,imdb still trying get bad,5,25,5,4.6,0,5,5
1842,1,This movie is possibly one of the most creative works of horror ever.  ,imdb,71,13,5.461538461538462,1,13,13,imdb movie possibly one creative works horror ever,8,50,8,5.461538461538462,0,8,8
1843,1,"It has everything you could want... suspense, drama, comedy, confusing subplots, native americans, brain eating... If you're looking for the be-all, end-all of brainsucking movies, look no further.  ",imdb,199,28,7.107142857142857,17,28,28,imdb everything could want suspense drama comedy confusing subplots native americans brain eating looking beall endall brainsucking movies look,19,143,19,7.107142857142857,0,19,19
1844,1,""" With great sound effects, and impressive special effects, I can't recommend this movie enough.  ",imdb,98,15,6.533333333333333,5,15,15,imdb great sound effects impressive special effects ca nt recommend movie enough,12,80,12,6.533333333333333,0,12,12
1845,1,"Call me a nut, but I think this is one of the best movies ever.  ",imdb,65,15,4.333333333333333,2,15,15,imdb call nut think one best movies ever,8,40,8,4.333333333333333,0,8,8
1846,1,Great character actors Telly Savalas and Peter Boyle.  ,imdb,55,8,6.875,1,8,8,imdb great character actors telly savalas peter boyle,8,53,8,6.875,0,8,8
1847,0,"1 hour 54 minutes of sheer tedium, melodrama and horrible acting, a mess of a script, and a sinking feeling of GOOD LORD, WHAT WERE THEY THINKING?  ",imdb,148,27,5.481481481481482,5,27,27,imdb 1 hour 54 minutes sheer tedium melodrama horrible acting mess script sinking feeling good lord thinking,17,108,17,5.481481481481482,0,17,17
1848,0,Lots of holes in the script.  ,imdb,30,6,5.0,1,6,6,imdb lots holes script,4,22,4,5.0,0,4,4
1849,0,It's like a bad two hour TV movie.  ,imdb,36,8,4.5,2,8,8,imdb like bad two hour tv movie,7,31,7,4.5,0,7,7
1850,0,Now imagine that every single one of those decisions was made wrong.  ,imdb,70,12,5.833333333333333,1,12,12,imdb imagine every single one decisions made wrong,8,50,8,5.833333333333333,0,8,8
1851,0,The dialogue is atrocious.  ,imdb,28,4,7.0,1,4,4,imdb dialogue atrocious,3,23,3,7.0,0,3,3
1852,0,The acting is beyond abysmal.  ,imdb,31,5,6.2,1,5,5,imdb acting beyond abysmal,4,26,4,6.2,0,4,4
1853,0,Everything stinks.  ,imdb,20,2,10.0,1,2,2,imdb everything stinks,3,22,3,10.0,0,3,3
1854,0,"Trouble is, the writing and directing make it impossible to establish those things that make a movie watchable, like character, story, theme and so on.  ",imdb,153,25,6.12,5,25,25,imdb trouble writing directing make impossible establish things make movie watchable like character story theme,15,111,15,6.12,0,15,15
1855,0,"Worse, there's an incredibly weak sub-plot thrown in that follows a little band of latter-day Mansonites as they go after a reporter who's working on a story on the anniversary of the killings.  ",imdb,195,33,5.909090909090909,6,33,33,imdb worse incredibly weak subplot thrown follows little band latterday mansonites go reporter working story anniversary killings,17,129,17,5.909090909090909,0,17,17
1856,0,"It's dumb and pointless, and a complete waste of time.  ",imdb,56,10,5.6,3,10,10,imdb dumb pointless complete waste time,6,39,6,5.6,0,6,6
1857,0,"In short, don't bother with this movie.  ",imdb,41,7,5.857142857142857,3,7,7,imdb short nt bother movie,5,26,5,5.857142857142857,0,5,5
1858,1,"I won't spoil it, but the ending in pretty amazing.  ",imdb,53,10,5.3,3,10,10,imdb wo nt spoil ending pretty amazing,7,38,7,5.3,0,7,7
1859,1,"The best scene in the movie is at the end, but I won't spoil it.  ",imdb,66,15,4.4,3,15,15,imdb best scene movie end wo nt spoil,8,37,8,4.4,0,8,8
1860,1,"If there was ever an indication of a writer and a director's ability to meld two highly volatile temperaments into a seamless union of creativity, then this is it!  ",imdb,165,29,5.689655172413793,3,29,29,imdb ever indication writer director ability meld two highly volatile temperaments seamless union creativity,14,108,14,5.689655172413793,0,14,14
1861,1,"The result is a powerhouse achievement, made more timely now perhaps because of our culture's disturbing fascination with celebrity, and it's distorted interpretations of fame.  ",imdb,178,25,7.12,5,25,25,imdb result powerhouse achievement made timely perhaps culture disturbing fascination celebrity distorted interpretations fame,14,126,14,7.12,0,14,14
1862,1,A film not easily forgotten.  ,imdb,30,5,6.0,1,5,5,imdb film easily forgotten,4,26,4,6.0,0,4,4
1863,1,"But, Kevin Spacey is an excellent, verbal tsunami as Buddy Ackerman Â– and totally believable because he is a great actor.  ",imdb,124,21,5.904761904761905,3,21,21,imdb kevin spacey excellent verbal tsunami buddy ackerman totally believable great actor,12,88,12,5.904761904761905,0,12,12
1864,1,The scripting of the subtle comedy is unmatched by any movie in recent years.  ,imdb,79,14,5.642857142857143,1,14,14,imdb scripting subtle comedy unmatched movie recent years,8,57,8,5.642857142857143,0,8,8
1865,1,"The characters are interesting, even if a bit predictable.  ",imdb,60,9,6.666666666666667,2,9,9,imdb characters interesting even bit predictable,6,48,6,6.666666666666667,0,6,6
1866,1,"Highly recommended for all ages, although the younger set will probably not appreciate some of the more subtle references, they will certainly appreciate one galley scene in particular!  ",imdb,187,28,6.678571428571429,3,28,28,imdb highly recommended ages although younger set probably appreciate subtle references certainly appreciate one galley scene particular,17,136,17,6.678571428571429,0,17,17
1867,1,Great movie!  ,imdb,14,2,7.0,1,2,2,imdb great movie,3,16,3,7.0,0,3,3
1868,0,Also the story and acting were weak.  ,imdb,38,7,5.428571428571429,1,7,7,imdb also story acting weak,5,27,5,5.428571428571429,0,5,5
1869,0,"At around 4 pm I bought it, at around 8pm I started to watch, at around 8.15pm I fast forwarded the remaining film to see if there was anything left watchable for a human being with a brain... but there wasn't.  ",imdb,212,41,5.170731707317073,8,41,41,imdb around 4 pm bought around 8pm started watch around 8 15pm fast forwarded remaining film see anything left watchable human brain nt,23,135,23,5.170731707317073,0,23,23
1870,0,"Either way, it sucks.  ",imdb,23,4,5.75,2,4,4,imdb either way sucks,4,21,4,5.75,0,4,4
1871,0,The script is horrendously stupid.  ,imdb,36,5,7.2,1,5,5,imdb script horrendously stupid,4,31,4,7.2,0,4,4
1872,0,The story starts too fast with absolutely no suspense or build-up in the slightest.  ,imdb,85,14,6.071428571428571,2,14,14,imdb story starts fast absolutely suspense buildup slightest,8,60,8,6.071428571428571,0,8,8
1873,0,Everything Captain Howdy says is either laughable or just plain stupid.  ,imdb,73,11,6.636363636363637,1,11,11,imdb everything captain howdy says either laughable plain stupid,9,64,9,6.636363636363637,0,9,9
1874,0,What the hell kind of crap is that?!  ,imdb,38,8,4.75,2,8,8,imdb hell kind crap,4,19,4,4.75,0,4,4
1875,0,"Then, there's the plot holes.  ",imdb,31,5,6.2,3,5,5,imdb plot holes,3,15,3,6.2,0,3,3
1876,0,You could drive a semi truck into these holes!  ,imdb,48,9,5.333333333333333,1,9,9,imdb could drive semi truck holes,6,33,6,5.333333333333333,0,6,6
1877,1,Linda Cardellini is the only thing good in this film.  ,imdb,55,10,5.5,1,10,10,imdb linda cardellini thing good film,6,37,6,5.5,0,6,6
1878,1,She's poised and amazing.  ,imdb,27,4,6.75,2,4,4,imdb poised amazing,3,19,3,6.75,0,3,3
1879,0,Dee Snider just plain sucks.  ,imdb,30,5,6.0,1,5,5,imdb dee snider plain sucks,5,27,5,6.0,0,5,5
1880,0,"He can't act (one of the least scary villains I have ever seen), he can't write (did he write this damn movie in his sleep?  ",imdb,125,25,5.0,7,25,25,imdb ca nt act one least scary villains ever seen ca nt write write damn movie sleep,17,84,17,5.0,0,17,17
1881,0,I was bored throughout the whole damn thing.  ,imdb,46,8,5.75,1,8,8,imdb bored throughout whole damn thing,6,38,6,5.75,0,6,6
1882,0,"The acting sucks, the music sucks, the script sucks, the pacing sucks, the special FX suck, the directing sucks... basically, this movie sucks.  ",imdb,145,23,6.304347826086956,10,23,23,imdb acting sucks music sucks script sucks pacing sucks special fx suck directing sucks basically movie sucks,17,109,17,6.304347826086956,0,17,17
1883,0,This film tries to be a serious and sophisticated thriller/horror flick and it fails miserably.  ,imdb,97,15,6.466666666666667,2,15,15,imdb film tries serious sophisticated thrillerhorror flick fails miserably,9,74,9,6.466666666666667,0,9,9
1884,0,This is probably one of the least effective and utterly unoriginal films I have ever seen in my entire life.  ,imdb,110,20,5.5,1,20,20,imdb probably one least effective utterly unoriginal films ever seen entire life,12,80,12,5.5,0,12,12
1885,0,A piece of cinematic garbage captured on celluloid.  ,imdb,53,8,6.625,1,8,8,imdb piece cinematic garbage captured celluloid,6,47,6,6.625,0,6,6
1886,0,Avoid at any and all costs.  ,imdb,29,6,4.833333333333333,1,6,6,imdb avoid costs,3,16,3,4.833333333333333,0,3,3
1887,0,"At any rate this film stinks, its not funny, and Fulci should have stayed with giallo and supernatural zombie movies.  ",imdb,119,20,5.95,3,20,20,imdb rate film stinks funny fulci stayed giallo supernatural zombie movies,11,74,11,5.95,0,11,11
1888,0,Avoid this film at all costs.  ,imdb,31,6,5.166666666666667,1,6,6,imdb avoid film costs,4,21,4,5.166666666666667,0,4,4
1889,0,"I don't know what happened in Season Five, what a mess.  ",imdb,57,11,5.181818181818182,3,11,11,imdb nt know happened season five mess,7,38,7,5.181818181818182,0,7,7
1890,0,The only consistent thread holding the series together were the amazing performances of Leni Parker and Anita LaSelva as the two Taelons in quiet idealogical conflict.  ,imdb,169,26,6.5,1,26,26,imdb consistent thread holding series together amazing performances leni parker anita laselva two taelons quiet idealogical conflict,17,132,17,6.5,0,17,17
1891,0,Now this is a movie I really dislike.  ,imdb,39,8,4.875,1,8,8,imdb movie really dislike,4,25,4,4.875,0,4,4
1892,0,It's one of the most boring Horror movies from the 90's mainly because it starts slow and centers in a boring atmosphere.  ,imdb,123,22,5.590909090909091,3,22,22,imdb one boring horror movies 90 mainly starts slow centers boring atmosphere,12,77,12,5.590909090909091,0,12,12
1893,0,"The puppets look really cheesy , not in a good way like in the Puppet Master 80's flicks.  ",imdb,91,18,5.055555555555555,3,18,18,imdb puppets look really cheesy good way like puppet master 80 flicks,12,69,12,5.055555555555555,0,12,12
1894,0,"The story is lame, not interesting and NEVER really explains the sinister origins of the puppets.  ",imdb,99,16,6.1875,2,16,16,imdb story lame interesting never really explains sinister origins puppets,10,74,10,6.1875,0,10,10
1895,0,There aren't death scenes like in previous movies and the f/x are terrible.  ,imdb,77,13,5.923076923076923,3,13,13,imdb nt death scenes like previous movies fx terrible,9,53,9,5.923076923076923,0,9,9
1896,0,"I felt asleep the first time I watched it, so I can recommend it for insomniacs.  ",imdb,82,16,5.125,2,16,16,imdb felt asleep first time watched recommend insomniacs,8,56,8,5.125,0,8,8
1897,1,"The fact is, this film is a wonderful, heartwarming tale about two people chasing their dreams.  ",imdb,97,16,6.0625,3,16,16,imdb fact film wonderful heartwarming tale two people chasing dreams,10,68,10,6.0625,0,10,10
1898,1,"The best part about ""Nurse Betty"" is it's unpredictability.  ",imdb,61,9,6.777777777777778,4,9,9,imdb best part nurse betty unpredictability,6,43,6,6.777777777777778,0,6,6
1899,1,"Director Neil LaBute uses brutal violence to seperate dreams from reality, and along with the touching drama, and hilarious comedy, you can never tell what is going to happen next.  ",imdb,182,30,6.066666666666666,4,30,30,imdb director neil labute uses brutal violence seperate dreams reality along touching drama hilarious comedy never tell going happen next,20,137,20,6.066666666666666,0,20,20
1900,0,"Otherwise, don't even waste your time on this.  ",imdb,48,8,6.0,3,8,8,imdb otherwise nt even waste time,6,33,6,6.0,0,6,6
1901,0,This one just fails to create any real suspense.  ,imdb,50,9,5.555555555555555,1,9,9,imdb one fails create real suspense,6,35,6,5.555555555555555,0,6,6
1902,0,"As for the killer, don't expect anything original or even remotely frightening.  ",imdb,81,12,6.75,3,12,12,imdb killer nt expect anything original even remotely frightening,9,65,9,6.75,0,9,9
1903,1,"There is, however, some pretty good acting (at least, for this type of film).  ",imdb,79,14,5.642857142857143,6,14,14,imdb however pretty good acting least type film,8,47,8,5.642857142857143,0,8,8
1904,0,I'm so sorry but I really can't recommend it to anyone.  ,imdb,57,11,5.181818181818182,3,11,11,imdb sorry really ca nt recommend anyone,7,40,7,5.181818181818182,0,7,7
1905,0,"One of the most boring,pointless movies I have ever seen.  ",imdb,59,10,5.9,2,10,10,imdb one boring pointless movies ever seen,7,42,7,5.9,0,7,7
1906,0,The secondary plot line is incomprehensible and its relation to the primary plot line is mystifying.  ,imdb,102,16,6.375,1,16,16,imdb secondary plot line incomprehensible relation primary plot line mystifying,10,79,10,6.375,0,10,10
1907,0,Hated it.  ,imdb,11,2,5.5,1,2,2,imdb hated,2,10,2,5.5,0,2,2
1908,0,This is one of the worst Sandra Bullock movie since Speed 2 But not quite that bad.  ,imdb,85,17,5.0,1,17,17,imdb one worst sandra bullock movie since speed 2 quite bad,11,59,11,5.0,0,11,11
1909,0,"I don't understand how this garbage got on the shelves of the movie store, it's not even a real movie!  ",imdb,104,20,5.2,4,20,20,imdb nt understand garbage got shelves movie store even real movie,11,66,11,5.2,0,11,11
1910,0,I highly doubt that anyone could ever like this trash.  ,imdb,56,10,5.6,1,10,10,imdb highly doubt anyone could ever like trash,8,46,8,5.6,0,8,8
1911,0,This is not movie-making.  ,imdb,27,4,6.75,2,4,4,imdb moviemaking,2,16,2,6.75,0,2,2
1912,0,"The acting is like watching wooden puppets moving around and reading from a book, that's how bad it is.  ",imdb,105,19,5.526315789473684,3,19,19,imdb acting like watching wooden puppets moving around reading book bad,11,71,11,5.526315789473684,0,11,11
1913,0,"So I am here to warn you--DO NOT RENT THIS MOVIE, it is the dumbest thing you have never seen!  ",imdb,96,20,4.8,4,20,20,imdb warn rent movie dumbest thing never seen,8,45,8,4.8,0,8,8
1914,1,I saw this short film on HBO the other day and absolutely loved it.  ,imdb,69,14,4.928571428571429,1,14,14,imdb saw short film hbo day absolutely loved,8,44,8,4.928571428571429,0,8,8
1915,1,I didn't realize how wonderful the short really is until the last two scenes.  ,imdb,79,14,5.642857142857143,2,14,14,imdb nt realize wonderful short really last two scenes,9,54,9,5.642857142857143,0,9,9
1916,1,Excellent short film.  ,imdb,23,3,7.666666666666667,1,3,3,imdb excellent short film,4,25,4,7.666666666666667,0,4,4
1917,1,"Hopefully, the director James Cox can turn the short into a feature length film with the same cast, or win us over with a whole new film.  ",imdb,139,27,5.148148148148148,3,27,27,imdb hopefully director james cox turn short feature length film cast win us whole new film,16,91,16,5.148148148148148,0,16,16
1918,0,"I agree with Jessica, this movie is pretty bad.  ",imdb,49,9,5.444444444444445,2,9,9,imdb agree jessica movie pretty bad,6,35,6,5.444444444444445,0,6,6
1919,0,"Characters are one-dimensional, even the good guys and especially the bad guys.  ",imdb,81,12,6.75,3,12,12,imdb characters onedimensional even good guys especially bad guys,9,65,9,6.75,0,9,9
1920,0,The story line is totally predictable.  ,imdb,40,6,6.666666666666667,1,6,6,imdb story line totally predictable,5,35,5,6.666666666666667,0,5,5
1921,1,"Not much dialogue, not much music, the whole film was shot as elaborately and aesthetically like a sculpture.  ",imdb,111,18,6.166666666666667,3,18,18,imdb much dialogue much music whole film shot elaborately aesthetically like sculpture,12,86,12,6.166666666666667,0,12,12
1922,0,I've seen soap operas more intelligent than this movie.  ,imdb,57,9,6.333333333333333,2,9,9,imdb seen soap operas intelligent movie,6,39,6,6.333333333333333,0,6,6
1923,0,"Bad characters, bad story and bad acting.  ",imdb,43,7,6.142857142857143,2,7,7,imdb bad characters bad story bad acting,7,40,7,6.142857142857143,0,7,7
1924,0,Really awful.  ,imdb,15,2,7.5,1,2,2,imdb really awful,3,17,3,7.5,0,3,3
1925,0,Not easy to watch.  ,imdb,20,4,5.0,1,4,4,imdb easy watch,3,15,3,5.0,0,3,3
1926,1,"Funny, clever, hip - just like Pray's previous film, Hype!  ",imdb,60,10,6.0,6,10,10,imdb funny clever hip like pray previous film hype,9,50,9,6.0,0,9,9
1927,1,It was a long time that i didn't see a so charismatic actor on screen.  ,imdb,72,15,4.8,2,15,15,imdb long time nt see charismatic actor screen,8,46,8,4.8,0,8,8
